time (ms), temperature (C), humidity (%), he (ppm), iaq, tvoc (ppb), eco2 (ppm), iaqr, h2 (ppb), ethanol (ppb), lux, als, white, ori_x (m/s^2), ori_y (m/s^2), ori_z (m/s^2), gyro_x (rad), gyro_y (rad), gyro_z (rad), linear_x (m/s^2), linear_y (m/s^2), linear_z (m/s^2), magnetic_x (?T), magnetic_y (?T), magnetic_z (?T), acceleration_x (m/s^2), acceleration_y (m/s^2), acceleration_z (m/s^2), gravity_x (m/s^2), gravity_y (m/s^2), gravity_z (m/s^2), x_pos (m), y_pos (m), head (m)
169360, 25.96, 52.19, 0,  , 191, 400,  , 14469, 18445, 2844.76, 5345, 9294, 0.12, -85.56, -4.38, -0.01, -0.01, -0.00, -0.11, -0.04, 0.00, 12.25, -2.50, 29.38, -9.89, 0.70, 0.03, -9.77, 0.75, 0.04, -5239880.25, 124190.66, -0.05
169843, 25.99, 52.21, 0,  , 198, 400,  , 14459, 18436, 2844.76, 5345, 9300, 0.12, -85.56, -4.38, -0.00, -0.00, 0.01, -0.10, 0.15, -0.07, 11.88, -2.88, 28.19, -9.92, 0.91, 0.00, -9.77, 0.75, 0.04, -5251544.70, 141687.33, -0.05
170329, 25.97, 52.21, 0,  , 194, 400,  , 14460, 18430, 2847.10, 5355, 9295, 0.06, -85.56, -4.38, -0.00, -0.01, -0.01, -0.12, 0.00, -0.09, 12.25, -2.88, 28.19, -9.90, 0.74, -0.02, -9.77, 0.75, 0.06, -5265716.46, 141687.33, -0.06
170814, 25.95, 52.19, 0,  , 197, 400,  , 14462, 18444, 2843.60, 5339, 9307, 0.00, -85.56, -4.38, -0.01, -0.00, -0.00, -0.12, 0.02, -0.06, 12.69, -3.56, 30.88, -9.90, 0.78, 0.00, -9.77, 0.75, 0.06, -5279829.96, 144039.58, -0.06
171297, 25.96, 52.21, 0,  , 188, 400,  , 14462, 18443, 2879.87, 5405, 9414, 2.00, -85.88, -175.88, -0.63, 0.17, -0.12, -0.63, -0.93, 0.03, 12.19, -0.69, 27.69, -10.91, -0.10, -0.25, -9.78, 0.69, -0.05, -5353315.99, 35560.20, -0.30
171782, 25.95, 52.22, 0,  , 185, 400,  , 14468, 18447, 2863.48, 5377, 9386, 1.69, -85.50, -4.44, -0.11, -0.04, 0.03, -0.14, 0.30, 0.19, 12.69, -0.75, 28.19, -9.92, 1.07, 0.24, -9.77, 0.76, 0.05, -5369781.74, 70843.95, -0.07
172266, 25.96, 52.20, 0,  , 192, 400,  , 14461, 18440, 2866.41, 5380, 9370, 1.38, -85.31, -4.62, -0.02, -0.01, 0.00, -0.11, 0.14, -0.10, 13.06, -1.50, 27.88, -9.89, 0.94, -0.02, -9.77, 0.79, 0.07, -5382665.82, 87241.87, -0.05
172747, 25.95, 52.17, 0,  , 188, 400,  , 14466, 18447, 2868.16, 5385, 9371, 1.38, -85.31, -4.56, 0.01, 0.00, -0.00, -0.15, 0.10, -0.02, 11.69, -0.75, 28.69, -9.92, 0.89, 0.05, -9.77, 0.78, 0.08, -5400017.90, 98809.92, -0.07
173232, 25.93, 52.16, 0,  , 182, 400,  , 14473, 18445, 2867.58, 5390, 9385, 1.44, -85.44, -4.50, 0.00, -0.00, -0.00, -0.11, 0.20, -0.10, 12.25, -1.06, 28.19, -9.89, 0.94, -0.02, -9.77, 0.77, 0.07, -5412955.27, 122332.42, -0.05
173727, 25.96, 52.22, 0,  , 188, 400,  , 14460, 18436, 2872.26, 5392, 9379, 1.38, -85.38, -4.50, 0.00, 0.01, -0.01, -0.11, 0.17, 0.11, 12.00, -0.38, 27.50, -9.88, 0.94, 0.19, -9.77, 0.77, 0.07, -5426431.65, 143159.55, -0.05
174208, 25.93, 52.21, 0,  , 191, 400,  , 14462, 18452, 2872.26, 5392, 9394, 1.56, -85.50, -4.44, 0.00, 0.00, -0.01, -0.11, 0.03, -0.04, 12.25, -0.75, 27.88, -9.88, 0.79, 0.01, -9.77, 0.76, 0.05, -5439156.50, 146629.96, -0.05
174694, 25.96, 52.21, 0,  , 184, 400,  , 14466, 18447, 2870.50, 5387, 9397, 1.56, -85.50, -4.44, -0.01, -0.01, 0.00, -0.13, -0.01, 0.02, 12.25, -0.75, 28.19, -9.89, 0.77, 0.08, -9.77, 0.76, 0.07, -5454509.24, 145448.98, -0.06
175181, 25.93, 52.22, 0,  , 186, 400,  , 14468, 18453, 2873.43, 5392, 9406, 1.62, -85.50, -4.38, -0.00, -0.01, -0.01, -0.11, -0.15, -0.21, 13.06, -0.75, 27.06, -9.89, 0.60, -0.15, -9.77, 0.75, 0.05, -5467553.54, 127661.31, -0.05
175666, 25.95, 52.25, 0,  , 185, 400,  , 14466, 18454, 2871.09, 5390, 9394, 1.62, -85.56, -4.38, 0.01, 0.01, -0.01, -0.13, 0.02, -0.03, 12.25, -1.50, 28.19, -9.91, 0.78, 0.02, -9.77, 0.75, 0.07, -5482843.16, 130013.56, -0.06
176154, 25.93, 52.22, 0,  , 181, 400,  , 14472, 18455, 2874.60, 5396, 9406, 1.75, -85.62, -4.31, 0.00, -0.00, -0.00, -0.12, -0.03, -0.01, 13.06, -1.06, 29.38, -9.90, 0.70, 0.03, -9.77, 0.74, 0.05, -5497131.80, 126441.40, -0.06
176642, 25.93, 52.28, 0,  , 181, 400,  , 14474, 18461, 2872.26, 5396, 9408, 1.75, -85.62, -4.31, -0.00, 0.00, -0.01, -0.10, 0.00, -0.04, 12.25, -1.50, 27.50, -9.88, 0.75, 0.00, -9.77, 0.74, 0.04, -5509039.00, 126441.40, -0.05
177125, 25.93, 52.26, 0,  , 181, 400,  , 14481, 18475, 2873.43, 5398, 9407, 1.62, -85.56, -4.38, 0.02, 0.00, -0.01, -0.13, 0.01, 0.01, 12.25, -1.06, 27.88, -9.91, 0.76, 0.08, -9.77, 0.74, 0.06, -5524202.78, 127607.84, -0.06
177610, 25.92, 52.27, 0,  , 177, 400,  , 14468, 18468, 2874.60, 5399, 9410, 1.62, -85.56, -4.38, 0.00, -0.00, -0.00, -0.10, 0.09, 0.05, 12.06, -1.06, 27.50, -9.91, 0.83, 0.11, -9.77, 0.75, 0.05, -5535964.03, 138192.97, -0.05
178095, 25.93, 52.29, 0,  , 182, 400,  , 14467, 18461, 2876.94, 5400, 9427, 1.62, -85.56, -4.38, -0.01, -0.01, 0.00, -0.12, -0.02, 0.09, 12.38, -1.88, 28.25, -9.90, 0.72, 0.15, -9.77, 0.75, 0.05, -5550077.53, 135840.72, -0.06
178580, 25.93, 52.26, 0,  , 177, 400,  , 14476, 18468, 2879.28, 5404, 9427, 1.69, -85.56, -4.38, -0.03, 0.01, -0.01, -0.14, 0.03, -0.08, 12.06, -1.06, 27.88, -9.92, 0.78, -0.02, -9.77, 0.75, 0.05, -5566543.28, 139369.09, -0.07
179065, 25.90, 52.25, 0,  , 172, 400,  , 14472, 18471, 2881.62, 5405, 9432, 1.50, -85.50, -4.44, -0.00, -0.01, 0.00, -0.10, 0.08, 0.01, 12.25, -1.06, 28.69, -9.87, 0.83, 0.08, -9.77, 0.76, 0.06, -5578304.53, 148778.09, -0.05
179548, 25.92, 52.25, 0,  , 171, 400,  , 14476, 18467, 2884.55, 5413, 9442, 1.50, -85.50, -4.44, -0.01, -0.01, -0.00, -0.12, -0.01, -0.06, 12.25, -0.38, 27.06, -9.89, 0.74, 0.00, -9.77, 0.76, 0.06, -5592301.87, 147611.65, -0.06
180034, 25.92, 52.28, 0,  , 167, 400,  , 14477, 18474, 2880.45, 5406, 9438, 1.50, -85.50, -4.44, -0.00, -0.00, 0.00, -0.10, 0.15, 0.01, 12.00, -1.06, 28.19, -9.88, 0.91, 0.08, -9.77, 0.76, 0.07, -5604111.67, 165326.35, -0.05
180521, 25.92, 52.25, 0,  , 174, 400,  , 14478, 18481, 2884.55, 5413, 9439, 1.50, -85.50, -4.44, 0.00, -0.00, 0.00, -0.14, -0.09, -0.02, 13.06, -1.06, 27.50, -9.91, 0.67, 0.04, -9.77, 0.76, 0.07, -5620713.50, 154653.74, -0.07
181004, 25.93, 52.27, 0,  , 177, 400,  , 14488, 18473, 2892.17, 5426, 9437, 1.50, -85.50, -4.44, 0.01, 0.00, 0.00, -0.11, -0.03, -0.03, 12.00, -1.06, 28.19, -9.88, 0.72, 0.03, -9.77, 0.76, 0.06, -5633544.40, 151154.41, -0.05
181493, 25.93, 52.28, 0,  , 166, 400,  , 14483, 18481, 2890.41, 5421, 9446, 1.56, -85.50, -4.44, 0.00, 0.01, 0.00, -0.14, -0.03, 0.01, 13.06, -1.50, 28.25, -9.92, 0.72, 0.08, -9.77, 0.76, 0.06, -5650282.87, 147567.59, -0.07
181975, 25.90, 52.29, 0,  , 166, 400,  , 14477, 18482, 2890.99, 5421, 9439, 1.56, -85.50, -4.44, -0.00, -0.00, 0.00, -0.13, 0.04, 0.03, 12.25, -0.75, 27.88, -9.91, 0.80, 0.09, -9.77, 0.76, 0.06, -5665383.93, 152214.07, -0.06
182460, 25.90, 52.24, 0,  , 170, 400,  , 14476, 18478, 2888.07, 5419, 9446, 1.56, -85.50, -4.44, 0.00, -0.00, -0.00, -0.13, 0.02, 0.01, 12.69, -0.75, 27.50, -9.89, 0.77, 0.01, -9.77, 0.76, 0.06, -5680673.55, 154566.32, -0.06
182947, 25.90, 52.25, 0,  , 167, 400,  , 14489, 18484, 2890.41, 5423, 9469, 1.56, -85.50, -4.44, 0.01, -0.01, 0.00, -0.10, 0.04, 0.06, 12.69, -1.50, 27.50, -9.87, 0.80, 0.13, -9.77, 0.76, 0.06, -5692532.00, 159309.70, -0.05
183430, 25.89, 52.24, 0,  , 169, 400,  , 14479, 18483, 2888.65, 5423, 9467, 1.62, -85.50, -4.44, 0.00, 0.01, -0.00, -0.14, -0.07, -0.05, 25.75, -8.00, 53.50, -9.92, 0.68, 0.00, -9.77, 0.76, 0.06, -5708862.23, 151144.59, -0.07
183915, 25.93, 52.25, 0,  , 161, 400,  , 14490, 18486, 2890.41, 5424, 9468, 1.56, -85.50, -4.44, -0.00, 0.00, -0.00, -0.12, -0.03, -0.02, 25.75, -6.56, 53.50, -9.89, 0.72, 0.04, -9.77, 0.76, 0.07, -5722975.73, 147616.21, -0.06
184402, 25.92, 52.26, 0,  , 160, 400,  , 14489, 18487, 2890.99, 5432, 9470, 1.56, -85.50, -4.44, -0.01, -0.00, -0.00, -0.14, 0.00, -0.01, 25.38, -7.69, 54.25, -9.91, 0.75, 0.05, -9.77, 0.76, 0.07, -5739577.56, 147616.21, -0.07
184886, 25.92, 52.23, 0,  , 160, 400,  , 14487, 18489, 2894.51, 5430, 9469, 1.56, -85.50, -4.44, 0.00, 0.00, -0.01, -0.11, -0.03, 0.08, 24.75, -7.69, 54.69, -9.89, 0.74, 0.11, -9.77, 0.76, 0.07, -5752461.64, 144102.37, -0.05
185373, 25.92, 52.21, 0,  , 160, 400,  , 14491, 18488, 2889.82, 5422, 9475, 1.62, -85.50, -4.44, 0.01, -0.01, 0.00, -0.14, -0.02, -0.04, 14.69, -4.00, 32.50, -9.92, 0.73, 0.03, -9.77, 0.76, 0.07, -5769063.47, 141730.68, -0.07
185859, 25.88, 52.24, 0,  , 163, 400,  , 14494, 18500, 2884.55, 5412, 9464, 1.88, -85.62, -4.31, 0.02, 0.00, -0.01, -0.15, -0.17, -0.11, 14.38, -4.19, 32.88, -9.89, 0.54, -0.05, -9.77, 0.73, 0.07, -5786778.17, 121654.02, -0.07
186345, 25.88, 52.25, 0,  , 165, 400,  , 14487, 18482, 2885.14, 5419, 9470, 1.81, -85.56, -4.31, 0.01, -0.01, 0.00, -0.11, -0.02, -0.01, 15.06, -4.19, 32.50, -9.88, 0.72, 0.04, -9.77, 0.74, 0.06, -5799768.95, 119292.06, -0.05
186830, 25.89, 52.22, 0,  , 162, 400,  , 14491, 18487, 2890.99, 5424, 9460, 1.75, -85.56, -4.38, 0.01, 0.00, -0.01, -0.16, 0.12, -0.09, 15.69, -2.75, 33.56, -9.91, 0.82, -0.04, -9.77, 0.75, 0.06, -5818586.95, 133405.56, -0.08
187315, 25.89, 52.25, 0,  , 161, 400,  , 14486, 18487, 2888.07, 5419, 9466, 1.62, -85.50, -4.44, 0.06, -0.02, 0.02, -0.13, -0.04, 0.26, 15.19, -4.19, 33.06, -9.90, 0.71, 0.34, -9.77, 0.76, 0.07, -5833876.58, 128701.06, -0.06
187801, 25.90, 52.23, 0,  , 157, 400,  , 14491, 18490, 2892.17, 5426, 9460, 1.56, -85.50, -4.44, 0.03, 0.01, -0.02, -0.15, -0.23, -0.18, 15.19, -4.19, 31.75, -9.93, 0.52, -0.11, -9.77, 0.75, 0.07, -5851591.28, 101538.52, -0.07
188284, 25.89, 52.27, 0,  , 148, 400,  , 14494, 18506, 2892.17, 5427, 9481, 1.94, -85.50, -4.44, 0.02, -0.01, -0.00, 0.00, 0.13, -0.07, 14.88, -4.19, 32.56, -9.77, 0.89, 0.00, -9.77, 0.76, 0.07, -5851591.28, 116702.30, 0.00
188768, 25.88, 52.24, 0,  , 150, 400,  , 14491, 18505, 2890.99, 5433, 9490, 1.94, -85.50, -4.38, 0.09, -0.05, 0.02, 0.00, 0.35, 0.13, 15.19, -3.75, 33.69, -9.77, 1.11, 0.19, -9.77, 0.75, 0.05, -5851591.28, 157697.10, 0.00
189252, 25.85, 52.29, 0,  , 152, 400,  , 14501, 18506, 2890.99, 5424, 9481, 2.12, -85.56, -175.56, 0.02, 0.05, 0.01, 0.30, 0.63, -0.57, 15.19, -4.06, 34.56, -9.47, 1.38, -0.58, -9.77, 0.74, 0.00, -5816452.88, 231487.74, 0.15
189734, 25.88, 52.27, 0,  , 151, 400,  , 14491, 18503, 2888.07, 5419, 9498, 1.81, -85.75, -4.19, -0.04, -0.01, 0.03, -0.04, 0.36, 0.17, 15.19, -3.69, 32.38, -9.82, 1.08, 0.24, -9.77, 0.71, 0.07, -5821099.36, 273306.06, -0.02
190221, 25.86, 52.28, 0,  , 155, 400,  , 14487, 18494, 2892.17, 5425, 9506, 1.94, -85.88, -4.06, -0.11, 0.01, 0.01, -0.09, 0.01, -0.26, 16.00, -4.38, 33.50, -9.87, 0.72, -0.23, -9.78, 0.70, 0.03, -5831771.96, 274491.91, -0.04
190705, 25.86, 52.29, 0,  , 153, 400,  , 14487, 18498, 2889.82, 5419, 9470, 0.56, -85.75, -4.19, -0.04, -0.00, -0.02, -0.16, -0.28, 0.11, 15.19, -3.19, 34.56, -9.94, 0.43, 0.18, -9.78, 0.71, 0.06, -5850512.44, 241696.07, -0.08
191188, 25.85, 52.27, 0,  , 152, 400,  , 14487, 18495, 2892.75, 5423, 9482, 0.88, -85.81, -4.12, -0.10, -0.00, -0.08, -0.59, -0.27, -0.31, 15.19, -4.88, 33.19, -9.68, 0.32, -0.15, -9.78, 0.70, 0.03, -5919332.69, 210202.05, -0.29
191677, 25.86, 52.27, 0,  , 150, 400,  , 14500, 18512, 2883.97, 5412, 9480, 0.19, -85.62, -4.25, -0.02, -0.03, -0.00, 0.00, 0.58, -0.18, 14.88, -4.50, 33.19, -9.77, 1.32, -0.10, -9.77, 0.73, 0.07, -5919332.69, 279547.14, 0.00
192166, 25.85, 52.25, 0,  , 150, 400,  , 14493, 18502, 2883.38, 5411, 9470, 0.25, -85.69, -4.25, -0.00, 0.01, -0.01, -0.25, 0.22, -0.46, 14.69, -4.75, 33.69, -10.03, 0.95, -0.39, -9.77, 0.73, 0.06, -5949222.82, 305850.45, -0.12
192647, 25.85, 52.25, 0,  , 148, 400,  , 14497, 18513, 2885.72, 5411, 9493, 0.75, -85.88, -4.06, -0.03, -0.01, 0.01, -0.24, -0.12, 0.24, 15.25, -4.06, 34.06, -10.02, 0.57, 0.32, -9.78, 0.70, 0.07, -5976986.14, 291968.79, -0.12
193132, 25.88, 52.31, 0,  , 148, 400,  , 14494, 18513, 2885.72, 5414, 9499, 0.88, -85.81, -4.12, -0.02, 0.01, -0.01, -0.11, -0.25, 0.00, 15.25, -3.69, 32.06, -9.89, 0.45, 0.02, -9.78, 0.71, 0.03, -5989923.51, 262565.67, -0.05
193619, 25.86, 52.30, 0,  , 144, 400,  , 14495, 18519, 2900.37, 5440, 9527, 3.44, -85.75, -175.75, 0.45, -0.01, -0.01, 0.12, 0.03, 0.06, 15.06, -3.25, 31.19, -9.65, 0.75, 0.04, -9.78, 0.71, -0.02, -5975693.37, 266123.20, 0.06
194100, 25.85, 52.32, 0,  , 150, 400,  , 14493, 18512, 2955.51, 5534, 9726, 10.25, -85.56, -175.62, -0.18, 0.02, -0.05, -0.04, 0.35, -0.52, 15.56, 0.25, 28.19, -9.82, 1.09, -0.63, -9.77, 0.73, -0.11, -5980320.59, 306611.38, -0.02
194730, 25.85, 52.30, 0,  , 150, 400,  , 14495, 18507, 2968.44, 5562, 9722, 9.00, -85.56, -175.56, -0.09, 0.04, -0.01, -0.18, 0.16, -0.01, 15.75, 2.00, 27.88, -9.95, 0.91, -0.02, -9.77, 0.75, 0.00, -6016041.59, 338363.38, -0.11
195212, 25.84, 52.34, 0,  , 147, 400,  , 14500, 18516, 2959.04, 5541, 9745, 8.62, -85.81, -175.81, -0.02, -0.05, 0.01, -0.06, 0.00, 0.26, 15.19, 2.19, 29.06, -9.84, 0.71, 0.23, -9.78, 0.71, -0.02, -6023011.31, 338363.38, -0.03
195697, 25.84, 52.31, 0,  , 147, 400,  , 14500, 18515, 2958.45, 5539, 9728, 8.75, -85.81, -175.81, 0.07, -0.03, -0.02, -0.41, 0.18, -0.26, 15.88, 0.88, 26.25, -10.19, 0.89, -0.29, -9.78, 0.71, -0.02, -6071232.44, 359533.63, -0.20
196185, 25.85, 52.32, 0,  , 149, 400,  , 14489, 18507, 2956.10, 5535, 9716, 7.75, -85.75, -175.75, -0.03, -0.05, 0.00, -0.16, -0.01, 0.13, 15.50, 0.56, 27.75, -9.94, 0.70, 0.13, -9.78, 0.71, 0.00, -6090283.96, 358342.91, -0.08
196666, 25.82, 52.34, 0,  , 144, 400,  , 14499, 18518, 2957.86, 5539, 9721, 8.38, -85.88, -4.06, 0.00, -0.01, 0.02, -0.08, 0.05, 0.06, 15.50, 1.19, 28.25, -9.86, 0.75, 0.08, -9.78, 0.69, 0.01, -6099538.40, 364126.93, -0.04
197151, 25.85, 52.38, 0,  , 147, 400,  , 14496, 18514, 2956.69, 5537, 9731, 8.38, -85.88, -4.06, 0.00, 0.01, 0.00, -0.11, -0.09, -0.05, 15.50, 2.00, 27.88, -9.91, 0.59, -0.01, -9.78, 0.70, 0.00, -6112475.77, 353541.81, -0.05
197640, 25.82, 52.36, 0,  , 142, 400,  , 14503, 18521, 2960.21, 5542, 9730, 8.38, -85.81, -4.12, 0.00, 0.00, 0.00, -0.14, -0.02, 0.00, 15.88, 1.56, 27.19, -9.92, 0.68, 0.00, -9.78, 0.71, 0.00, -6129214.24, 351150.60, -0.07
198121, 25.82, 52.41, 0,  , 142, 400,  , 14490, 18512, 2958.45, 5539, 9738, 8.38, -85.81, -4.12, -0.01, -0.01, 0.00, -0.12, -0.04, -0.07, 14.88, 2.25, 27.19, -9.90, 0.67, -0.06, -9.78, 0.71, 0.00, -6143095.90, 346523.38, -0.06
198614, 25.82, 52.42, 0,  , 147, 400,  , 14487, 18500, 2957.28, 5537, 9742, 8.38, -85.81, -4.12, 0.01, 0.00, -0.01, -0.09, 0.00, -0.03, 14.50, 1.56, 26.69, -9.87, 0.70, -0.01, -9.78, 0.71, 0.01, -6154033.11, 346523.38, -0.04
199098, 25.84, 52.46, 0,  , 145, 400,  , 14492, 18514, 2959.04, 5543, 9746, 8.38, -85.81, -4.12, -0.00, -0.00, -0.00, -0.11, 0.00, -0.01, 16.25, 1.56, 28.25, -9.89, 0.71, 0.00, -9.78, 0.71, 0.01, -6166917.19, 346523.38, -0.05
199584, 25.81, 52.53, 0,  , 141, 400,  , 14501, 18527, 2959.63, 5539, 9746, 8.38, -85.81, -4.12, 0.00, 0.00, -0.00, -0.12, 0.03, 0.00, 15.88, 1.25, 26.00, -9.90, 0.74, 0.01, -9.78, 0.71, 0.01, -6181088.95, 350066.32, -0.06
200072, 25.82, 52.52, 0,  , 145, 400,  , 14488, 18513, 2960.21, 5542, 9747, 8.31, -85.81, -4.12, 0.02, -0.00, 0.01, 0.03, 0.12, 0.00, 15.50, 2.75, 27.50, -9.74, 0.83, 0.00, -9.78, 0.70, 0.01, -6177516.79, 364354.96, 0.01
200554, 25.81, 52.56, 0,  , 144, 400,  , 14499, 18525, 2961.39, 5544, 9735, 8.31, -85.81, -4.12, 0.02, -0.00, 0.00, -0.12, 0.09, -0.05, 14.88, 1.69, 26.25, -9.90, 0.80, -0.04, -9.78, 0.70, 0.01, -6191456.23, 374809.54, -0.06
201041, 25.79, 52.57, 0,  , 141, 400,  , 14499, 18522, 2960.21, 5547, 9738, 8.38, -85.81, -4.12, 0.01, -0.00, 0.00, -0.10, 0.03, -0.01, 15.50, 2.38, 27.19, -9.89, 0.75, 0.00, -9.78, 0.70, 0.01, -6203266.03, 378352.48, -0.05
201528, 25.82, 52.57, 0,  , 139, 400,  , 14493, 18524, 2964.91, 5548, 9738, 8.38, -85.81, -4.12, 0.00, -0.00, -0.00, -0.13, 0.00, -0.05, 15.50, 1.69, 27.50, -9.91, 0.71, -0.04, -9.78, 0.70, 0.01, -6218682.01, 378352.48, -0.06
202010, 25.81, 52.62, 0,  , 139, 400,  , 14498, 18528, 2960.21, 5551, 9742, 8.38, -85.81, -4.12, 0.00, 0.00, 0.00, -0.12, 0.01, -0.07, 15.50, 2.06, 28.25, -9.90, 0.72, -0.05, -9.78, 0.70, 0.01, -6232621.45, 379514.10, -0.06
202497, 25.82, 52.59, 0,  , 135, 400,  , 14499, 18531, 2964.91, 5550, 9748, 8.38, -85.81, -4.12, -0.01, -0.00, 0.00, -0.13, 0.00, 0.02, 14.50, 2.38, 26.69, -9.91, 0.70, 0.03, -9.78, 0.70, 0.01, -6248037.44, 379514.10, -0.06
202980, 25.82, 52.65, 0,  , 141, 400,  , 14496, 18527, 2961.98, 5545, 9739, 8.38, -85.81, -4.12, 0.00, 0.00, -0.00, -0.09, 0.05, -0.02, 14.88, 2.06, 27.19, -9.87, 0.76, 0.00, -9.78, 0.70, 0.01, -6258535.44, 385346.32, -0.04
203465, 25.82, 52.64, 0,  , 133, 400,  , 14497, 18531, 2956.69, 5523, 9698, 8.38, -85.81, -4.12, -0.00, -0.00, -0.00, -0.13, 0.02, -0.11, 14.88, 1.69, 27.19, -9.91, 0.73, -0.10, -9.78, 0.70, 0.01, -6273825.07, 387698.57, -0.06
203952, 25.81, 52.68, 0,  , 135, 400,  , 14504, 18542, 2944.36, 5517, 9674, 8.38, -85.81, -4.12, -0.01, -0.01, 0.00, -0.09, 0.07, -0.03, 14.88, 1.69, 27.50, -9.87, 0.78, -0.01, -9.78, 0.70, 0.01, -6284497.67, 395999.49, -0.04
204435, 25.84, 52.65, 0,  , 139, 400,  , 14497, 18526, 2938.49, 5505, 9660, 8.38, -85.81, -4.12, 0.00, 0.01, -0.01, -0.13, 0.12, -0.06, 14.88, 2.38, 26.75, -9.91, 0.83, -0.04, -9.78, 0.70, 0.01, -6299661.46, 409996.83, -0.06
204922, 25.81, 52.68, 0,  , 131, 400,  , 14491, 18530, 2934.97, 5499, 9652, 8.44, -85.81, -4.12, -0.01, -0.00, 0.00, -0.12, 0.06, -0.09, 15.50, 2.38, 26.69, -9.90, 0.77, -0.07, -9.78, 0.70, 0.01, -6313891.60, 417111.90, -0.06
205407, 25.81, 52.65, 0,  , 133, 400,  , 14501, 18534, 2937.90, 5504, 9656, 8.44, -85.81, -4.12, 0.00, -0.00, -0.00, -0.11, 0.02, -0.07, 15.19, 2.06, 26.00, -9.89, 0.73, -0.05, -9.78, 0.70, 0.01, -6326828.97, 419464.15, -0.05
205892, 25.79, 52.64, 0,  , 128, 400,  , 14502, 18537, 2931.45, 5491, 9639, 8.44, -85.81, -4.12, 0.00, 0.00, 0.00, -0.11, 0.06, -0.06, 15.19, 1.38, 27.50, -9.89, 0.77, -0.04, -9.78, 0.70, 0.01, -6339766.35, 426520.90, -0.05
206379, 25.81, 52.69, 0,  , 128, 400,  , 14499, 18538, 2926.17, 5480, 9619, 8.44, -85.81, -4.12, 0.00, -0.00, 0.00, -0.11, 0.10, 0.00, 16.25, 2.06, 27.88, -9.89, 0.80, 0.02, -9.78, 0.70, 0.02, -6352810.64, 438379.35, -0.05
206865, 25.81, 52.70, 0,  , 127, 400,  , 14502, 18542, 2923.82, 5480, 9623, 8.44, -85.81, -4.12, -0.00, -0.01, 0.01, -0.13, 0.07, -0.13, 15.19, 1.00, 27.50, -9.91, 0.78, -0.12, -9.78, 0.70, 0.01, -6368163.38, 446646.21, -0.06
207348, 25.79, 52.72, 0,  , 128, 400,  , 14496, 18539, 2924.41, 5481, 9609, 8.44, -85.81, -4.12, 0.00, 0.00, 0.01, -0.10, 0.07, -0.08, 14.88, 1.38, 27.19, -9.88, 0.78, -0.07, -9.78, 0.70, 0.01, -6379827.83, 454811.32, -0.05
207834, 25.81, 52.73, 0,  , 126, 400,  , 14512, 18544, 2926.17, 5480, 9613, 8.44, -85.81, -4.12, 0.00, 0.01, 0.00, -0.12, 0.08, -0.10, 15.50, 1.38, 27.19, -9.91, 0.78, -0.04, -9.78, 0.70, 0.01, -6393999.59, 464259.16, -0.06
208319, 25.79, 52.78, 0,  , 123, 400,  , 14513, 18544, 2932.62, 5488, 9615, 8.44, -85.81, -4.12, 0.00, 0.00, 0.00, -0.13, 0.02, -0.03, 15.88, 2.38, 26.69, -9.91, 0.73, -0.01, -9.78, 0.70, 0.01, -6409289.21, 466611.41, -0.06
208806, 25.78, 52.78, 0,  , 130, 400,  , 14506, 18538, 2927.93, 5490, 9620, 8.44, -85.81, -4.12, -0.00, -0.00, 0.00, -0.11, 0.01, -0.01, 16.69, 1.69, 26.69, -9.89, 0.72, 0.00, -9.78, 0.70, 0.01, -6422333.51, 467797.26, -0.05
209293, 25.76, 52.80, 0,  , 122, 400,  , 14509, 18550, 2928.51, 5488, 9610, 8.44, -85.81, -4.12, 0.00, 0.00, -0.00, -0.11, 0.01, 0.00, 16.25, 1.69, 26.00, -9.89, 0.72, 0.01, -9.78, 0.70, 0.01, -6435377.80, 468983.10, -0.05
209774, 25.78, 52.80, 0,  , 120, 400,  , 14513, 18554, 2925.58, 5483, 9607, 8.44, -85.81, -4.12, 0.00, -0.01, 0.01, -0.10, 0.08, -0.03, 16.25, 2.06, 26.00, -9.88, 0.79, -0.01, -9.78, 0.70, 0.01, -6446945.85, 478237.54, -0.05
210261, 25.78, 52.81, 0,  , 118, 400,  , 14513, 18554, 2929.10, 5489, 9615, 8.44, -85.81, -4.12, -0.00, -0.00, 0.00, -0.12, 0.00, -0.01, 15.50, 1.38, 26.25, -9.90, 0.71, 0.00, -9.78, 0.70, 0.01, -6461175.99, 478237.54, -0.06
210748, 25.78, 52.81, 0,  , 119, 400,  , 14513, 18556, 2929.69, 5489, 9610, 8.44, -85.81, -4.12, 0.00, 0.00, 0.01, -0.14, 0.00, 0.00, 15.88, 1.69, 27.06, -9.92, 0.70, 0.01, -9.78, 0.70, 0.01, -6477777.82, 478237.54, -0.07
211228, 25.79, 52.82, 0,  , 118, 400,  , 14509, 18546, 2928.51, 5488, 9606, 8.44, -85.81, -4.12, 0.00, 0.01, -0.00, -0.14, -0.02, -0.01, 15.88, 2.06, 26.25, -9.92, 0.68, 0.00, -9.78, 0.70, 0.01, -6493905.82, 475933.54, -0.07
