2226 - 0m :2s : 226ms :     tm 26.33, hd 51.65, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 12381, eth 16219, lux 2830.74, als 5329, wh 9456, ori 0.00 0.00 0.00, gyr 0.00 0.00 0.00, lin 0.00 0.00 0.00, mag 0.00 0.00 0.00, accl 0.00 0.00 0.00, grav 0.00 0.00 0.00, xpos 0.00, ypos 0.00, head 0.00
440779 - 7m :20s : 779ms :     tm 25.64, hd 53.03, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14604, eth 18821, lux 2981.37, als 5575, wh 9804, ori 11.00 -85.50 -4.44, gyr 0.01 0.01 0.00, lin -0.13 0.16 -0.03, mag 15.19 -3.88 32.69, accl -9.91 0.91 0.00, grav -9.77 0.75 0.03, xpos -13156959.80, ypos 1821289.29, head -0.06
441267 - 7m :21s : 267ms :     tm 25.64, hd 53.04, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14607, eth 18821, lux 2980.19, als 5576, wh 9810, ori 11.12 -85.56 -4.38, gyr 0.00 0.01 0.00, lin -0.11 0.14 -0.08, mag 14.56 -3.19 32.25, accl -9.89 0.89 -0.05, grav -9.77 0.74 0.02, xpos -13170057.72, ypos 1837959.37, head -0.05
441753 - 7m :21s : 753ms :     tm 25.64, hd 53.07, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14603, eth 18816, lux 2980.19, als 5576, wh 9815, ori 11.25 -85.62 -175.62, gyr 0.01 0.00 0.00, lin -0.12 -0.01 -0.20, mag 15.19 -2.50 32.69, accl -9.90 0.72 -0.20, grav -9.77 0.73 0.00, xpos -13184229.48, ypos 1836778.39, head -0.06
442235 - 7m :22s : 235ms :     tm 25.65, hd 53.08, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14598, eth 18810, lux 2980.78, als 5575, wh 9811, ori 11.12 -85.56 -4.38, gyr 0.01 0.01 -0.01, lin -0.11 0.07 0.07, mag 16.00 -2.50 32.69, accl -9.89 0.82 0.10, grav -9.77 0.75 0.02, xpos -13197007.30, ypos 1844909.73, head -0.05
442722 - 7m :22s : 722ms :     tm 25.64, hd 53.15, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14604, eth 18811, lux 2982.55, als 5580, wh 9804, ori 11.25 -85.62 -4.31, gyr -0.01 -0.01 0.00, lin -0.14 0.14 0.16, mag 14.56 -2.75 31.06, accl -9.92 0.89 0.18, grav -9.77 0.74 0.01, xpos -13213609.13, ypos 1861511.56, head -0.07
443209 - 7m :23s : 209ms :     tm 25.65, hd 53.17, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14603, eth 18832, lux 2984.31, als 5583, wh 9810, ori 11.31 -85.56 -4.38, gyr -0.00 -0.00 0.00, lin -0.11 0.00 0.02, mag 15.19 -3.56 32.25, accl -9.91 0.74 0.06, grav -9.77 0.74 0.00, xpos -13226599.91, ypos 1861511.56, head -0.05
443692 - 7m :23s : 692ms :     tm 25.64, hd 53.19, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14602, eth 18816, lux 2711.85, als 5117, wh 9210, ori 354.00 -81.56 165.81, gyr -0.57 1.00 -0.58, lin -29.54 0.44 5.25, mag 15.69 10.06 27.19, accl -39.22 0.05 3.76, grav -9.68 -0.39 -1.48, xpos -16672278.54, ypos 1912835.14, head -14.35
444178 - 7m :24s : 178ms :     tm 25.62, hd 53.17, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14605, eth 18820, lux 2216.57, als 4255, wh 8051, ori 269.62 -82.38 -133.88, gyr -6.37 -0.14 0.02, lin -29.50 0.01 2.47, mag 25.75 -13.75 27.50, accl -39.22 0.99 1.48, grav -9.72 0.99 -0.82, xpos -20156169.54, ypos 1914016.12, head 2190.55
444667 - 7m :24s : 667ms :     tm 25.68, hd 53.19, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14606, eth 18828, lux 2776.46, als 2373, wh 4849, ori 345.50 -76.62 170.94, gyr -8.66 -0.20 -0.64, lin 16.80 2.14 5.58, mag 22.38 20.25 26.25, accl 7.25 1.78 3.35, grav -9.54 -0.35 -2.23, xpos -18147553.24, ypos 2169875.60, head 8.49
445352 - 7m :25s : 352ms :     tm 25.65, hd 53.18, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14614, eth 18826, lux 2678.74, als 2530, wh 5167, ori 22.44 -75.31 149.62, gyr -9.95 -0.20 -0.92, lin 15.68 2.30 4.53, mag 23.50 32.38 3.88, accl 5.97 0.59 2.14, grav -9.48 -1.12 -2.24, xpos -14468829.16, ypos 2709484.34, head 11.62
445999 - 7m :25s : 999ms :     tm 25.68, hd 53.15, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14609, eth 18829, lux 2568.73, als 2471, wh 5275, ori 35.38 -74.50 143.06, gyr -9.78 -0.19 -0.94, lin 14.94 2.56 4.00, mag 24.38 33.00 -1.19, accl 5.49 0.99 1.91, grav -9.45 -1.56 -2.09, xpos -11341820.02, ypos 3245303.85, head 11.85
446636 - 7m :26s : 636ms :     tm 25.68, hd 53.07, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14604, eth 18818, lux 2731.04, als 2345, wh 4625, ori 59.94 -74.06 131.12, gyr -9.48 -0.25 -1.06, lin 14.36 2.45 3.54, mag 25.38 31.50 -4.38, accl 4.94 0.50 1.61, grav -9.41 -1.95 -1.93, xpos -8428398.67, ypos 3742370.88, head 18.26
447274 - 7m :27s : 274ms :     tm 25.65, hd 52.98, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14603, eth 18819, lux 3572.39, als 2375, wh 4425, ori 80.88 -75.12 117.12, gyr -9.15 -0.23 -1.07, lin 13.61 2.41 2.48, mag 25.75 29.00 -11.56, accl 4.13 0.17 1.34, grav -9.47 -2.23 -1.14, xpos -5658464.32, ypos 4232858.92, head 54.75
447912 - 7m :27s : 912ms :     tm 25.67, hd 52.87, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14607, eth 18823, lux 7376.29, als 3927, wh 6590, ori 124.69 -79.44 74.62, gyr -8.61 -0.23 -1.03, lin 13.14 2.30 0.66, mag 28.00 0.19 -28.75, accl 3.52 0.44 1.01, grav -9.62 -1.85 0.34, xpos -2984185.17, ypos 4700959.51, head -14.73
448545 - 7m :28s : 545ms :     tm 25.65, hd 52.75, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14598, eth 18818, lux 1932.20, als 3750, wh 7518, ori 254.19 -74.38 -136.50, gyr -8.23 -0.19 -0.96, lin 12.44 -1.38 2.86, mag 22.19 -17.56 29.75, accl 3.00 0.43 0.94, grav -9.44 1.81 -1.91, xpos -491899.68, ypos 4424484.10, head -28.90
448981 - 7m :28s : 981ms :     tm 25.65, hd 52.62, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14610, eth 18824, lux 2837.75, als 5333, wh 9550, ori 71.12 -71.75 123.38, gyr -7.72 -0.21 -0.96, lin 11.92 3.14 2.43, mag 23.56 34.00 -4.19, accl 2.60 0.58 0.74, grav -9.31 -2.55 -1.68, xpos 641072.49, ypos 4722934.83, head 16.07
449466 - 7m :29s : 466ms :     tm 25.64, hd 52.44, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14611, eth 18820, lux 5193.51, als 9202, wh 25867, ori 206.75 -81.38 -90.06, gyr -6.83 -0.37 -0.96, lin 12.09 -0.12 0.89, mag 24.69 -32.56 6.75, accl 2.39 1.34 0.89, grav -9.69 1.46 0.00, xpos 2063007.63, ypos 4708821.33, head -6.57
449948 - 7m :29s : 948ms :     tm 25.68, hd 52.21, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14611, eth 18828, lux 2497.24, als 4576, wh 10141, ori 48.25 -67.44 139.12, gyr -6.96 -0.35 -1.00, lin 11.12 3.64 3.45, mag 20.50 34.75 8.25, accl 2.06 1.18 0.60, grav -9.05 -2.46 -2.84, xpos 3354729.06, ypos 5131651.02, head 8.05
450437 - 7m :30s : 437ms :     tm 25.67, hd 51.89, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14603, eth 18814, lux 4748.11, als 16174, wh 25260, ori 199.06 -82.06 -80.25, gyr -6.85 -0.39 -1.03, lin 11.58 -0.10 0.12, mag 26.56 -31.38 -7.69, accl 1.85 1.10 0.47, grav -9.72 1.20 0.34, xpos 4739239.64, ypos 5119694.97, head -5.99
450921 - 7m :30s : 921ms :     tm 25.67, hd 51.62, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14607, eth 18817, lux 2309.88, als 4419, wh 9869, ori 41.75 -62.62 146.69, gyr -6.47 -0.33 -1.28, lin 10.49 3.56 4.48, mag 19.38 36.88 9.38, accl 1.78 1.09 0.72, grav -8.71 -2.47 -3.76, xpos 5967912.34, ypos 5536670.65, head 6.81
451403 - 7m :31s : 403ms :     tm 25.67, hd 51.30, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14612, eth 18820, lux 10960.64, als 6246, wh 10321, ori 152.88 -79.50 57.44, gyr -8.61 -0.56 -1.31, lin 11.47 1.67 -1.84, mag 30.75 -9.25 -28.06, accl 1.84 0.07 -0.80, grav -9.61 -1.70 0.87, xpos 7300290.51, ypos 5730661.18, head -6.21
452094 - 7m :32s : 94ms :     tm 25.67, hd 50.79, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14607, eth 18809, lux 2312.73, als 4424, wh 8100, ori 212.31 -58.44 -88.62, gyr -12.43 1.20 -0.09, lin 8.96 -8.36 -3.77, mag 15.00 -36.75 18.50, accl 0.60 -3.24 -3.65, grav -8.36 5.12 0.12, xpos 9439405.40, ypos 3734790.68, head -7.33
452529 - 7m :32s : 529ms :     tm 25.68, hd 50.51, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14614, eth 18815, lux 1864.19, als 3628, wh 8286, ori 210.25 -77.69 -87.50, gyr -15.40 -0.82 -0.58, lin 11.08 -6.51 -4.04, mag 28.06 -21.06 25.25, accl 1.44 -4.42 -3.88, grav -9.59 1.98 0.46, xpos 10487711.89, ypos 3118863.29, head -5.58
453014 - 7m :33s : 14ms :     tm 25.67, hd 50.23, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14608, eth 18807, lux 3404.61, als 33354, wh 45260, ori 176.75 -60.88 -4.69, gyr -14.72 -0.71 0.63, lin 9.47 -3.81 -9.36, mag 22.25 -36.88 -16.00, accl 0.90 -3.41 -4.61, grav -8.57 0.39 4.75, xpos 11601502.29, ypos 2670759.67, head -4.60
453502 - 7m :33s : 502ms :     tm 25.67, hd 49.98, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14611, eth 18810, lux 3844.69, als 37756, wh 50378, ori 154.00 -53.94 -19.31, gyr -12.82 0.35 0.34, lin 7.83 -4.36 -9.31, mag 15.25 -31.50 -31.56, accl -0.10 -3.10 -3.70, grav -7.93 1.25 5.61, xpos 12533836.05, ypos 2151605.73, head -4.25
453985 - 7m :33s : 985ms :     tm 25.65, hd 49.82, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14608, eth 18804, lux 4005.82, als 2347, wh 4449, ori 100.00 -63.19 76.94, gyr -10.46 0.31 -0.31, lin 8.80 2.42 -3.34, mag 24.00 34.75 -18.69, accl 0.04 -1.88 -2.34, grav -8.75 -4.30 0.99, xpos 13560307.67, ypos 2433885.43, head -24.48
454672 - 7m :34s : 672ms :     tm 25.67, hd 49.55, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14608, eth 18814, lux 4031.44, als 2106, wh 4256, ori 132.19 -44.31 67.88, gyr -9.16 -0.41 -0.54, lin 7.31 5.45 -4.36, mag 8.75 24.56 -37.50, accl 0.42 -0.97 -1.78, grav -6.80 -6.74 2.07, xpos 15285354.35, ypos 3720000.91, head -7.48
455311 - 7m :35s : 311ms :     tm 25.65, hd 49.40, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14612, eth 18810, lux 1603.77, als 10877, wh 16538, ori 187.06 -31.38 -89.31, gyr -7.87 0.22 0.43, lin 4.88 -8.79 -1.55, mag -3.56 -43.75 16.19, accl -0.22 -0.42 -1.46, grav -5.10 8.37 0.09, xpos 16281657.61, ypos 1925430.12, head -3.14
455745 - 7m :35s : 745ms :     tm 25.67, hd 49.29, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14608, eth 18810, lux 1916.56, als 3722, wh 8622, ori 123.50 -20.88 104.25, gyr -6.95 -0.09 -0.37, lin 3.52 8.71 1.04, mag -10.88 47.19 6.69, accl 0.02 -0.16 -1.20, grav -3.47 -8.71 -2.84, xpos 16613164.17, ypos 2745720.51, head -2.77
456231 - 7m :36s : 231ms :     tm 25.67, hd 49.23, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14605, eth 18807, lux 7801.63, als 5732, wh 9729, ori 151.25 -6.94 -11.88, gyr -5.74 -0.52 -0.03, lin 1.27 -1.79 -10.20, mag -21.50 -21.00 -37.75, accl 0.08 0.20 -0.68, grav -1.19 2.00 9.52, xpos 16763148.63, ypos 2534325.09, head -0.70
456918 - 7m :36s : 918ms :     tm 25.65, hd 49.15, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14597, eth 18801, lux 1563.35, als 3082, wh 7425, ori 165.75 7.25 114.19, gyr -4.94 0.42 -0.56, lin -1.10 9.24 3.12, mag -30.25 36.75 10.38, accl 0.15 0.34 -0.82, grav 1.30 -8.66 -4.40, xpos 16503565.67, ypos 4714821.82, head 0.78
457353 - 7m :37s : 353ms :     tm 25.69, hd 49.06, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14600, eth 18800, lux 2346.41, als 4483, wh 7769, ori 114.31 26.38 -120.94, gyr -4.58 0.36 0.53, lin 4.63 -5.50 4.76, mag -42.75 -20.38 13.88, accl 1.78 -0.41 -0.16, grav 4.39 7.71 -4.16, xpos 16941621.56, ypos 4194453.07, head -4.89
457837 - 7m :37s : 837ms :     tm 25.67, hd 49.03, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14589, eth 18787, lux 4423.65, als 7559, wh 11844, ori 160.88 38.19 2.44, gyr -4.09 -0.23 0.16, lin 1.26 0.99 -8.23, mag -47.88 -2.56 -15.38, accl 7.33 0.65 -0.54, grav 6.07 -0.33 7.69, xpos 17089202.84, ypos 4310409.79, head -0.65
458319 - 7m :38s : 319ms :     tm 25.67, hd 48.98, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14596, eth 18795, lux 7726.15, als 5190, wh 8596, ori 71.69 5.12 -16.19, gyr -3.95 0.49 5.45, lin 14.39 0.91 -5.24, mag -28.75 -19.25 -33.25, accl 15.11 3.73 4.11, grav 1.00 2.32 9.47, xpos 18760774.06, ypos 4416117.21, head 22.08
459009 - 7m :39s : 9ms :     tm 25.65, hd 48.92, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14597, eth 18795, lux 3236.04, als 7501, wh 12433, ori 327.50 44.06 -111.75, gyr 7.81 0.76 1.11, lin 2.55 -3.49 1.33, mag -38.50 -21.25 -18.56, accl 9.38 3.04 -1.27, grav 6.91 6.25 -3.03, xpos 19367801.55, ypos 3585322.71, head 2.09
459448 - 7m :39s : 448ms :     tm 25.68, hd 48.95, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14602, eth 18792, lux 2586.07, als 3723, wh 9306, ori 257.12 53.62 102.50, gyr 12.73 -3.69 2.27, lin 5.32 1.73 -3.78, mag -29.19 37.38 -7.25, accl 13.22 -3.94 -5.04, grav 7.89 -5.67 -1.25, xpos 19880439.42, ypos 3752026.38, head -10.48
459931 - 7m :39s : 931ms :     tm 25.67, hd 48.84, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14607, eth 18802, lux 5387.24, als 9508, wh 15577, ori 81.31 24.94 -24.31, gyr 8.46 -0.66 1.88, lin 3.19 -0.08 -8.91, mag -38.38 -1.75 -26.69, accl 7.33 3.57 -0.81, grav 4.13 3.66 8.10, xpos 20252535.38, ypos 3742694.82, head 10.20
460417 - 7m :40s : 417ms :     tm 25.65, hd 48.80, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14606, eth 18815, lux 2473.08, als 4704, wh 9064, ori 151.44 48.25 134.62, gyr 9.11 -2.56 -1.40, lin 2.17 2.16 1.05, mag -47.69 -2.88 10.69, accl 9.42 -2.78 -3.29, grav 7.25 -4.95 -4.35, xpos 20508808.05, ypos 3997786.51, head -1.20
460904 - 7m :40s : 904ms :     tm 25.65, hd 48.75, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14604, eth 18795, lux 2747.92, als 4109, wh 6017, ori 314.06 56.25 -12.62, gyr 4.72 -1.11 1.71, lin 0.11 1.85 -2.65, mag -23.69 17.19 -36.88, accl 8.26 3.05 2.65, grav 8.15 1.19 5.31, xpos 20521852.35, ypos 4217167.83, head 0.08
461385 - 7m :41s : 385ms :     tm 25.68, hd 48.67, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14608, eth 18810, lux 2625.41, als 1820, wh 4849, ori 327.38 51.19 153.31, gyr 14.79 -2.75 -0.97, lin 1.66 -5.59 1.50, mag -26.25 13.19 34.19, accl 9.96 -8.10 -3.23, grav 7.52 -3.48 -5.24, xpos 20713881.97, ypos 3570513.82, head 0.95
462075 - 7m :42s : 75ms :     tm 25.65, hd 48.60, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14609, eth 18801, lux 3183.25, als 2746, wh 4204, ori 60.88 44.44 -84.50, gyr 1.95 0.71 0.79, lin 1.51 -3.10 -0.96, mag -46.50 -13.56 4.56, accl 8.37 3.85 -0.30, grav 6.86 6.96 0.66, xpos 21073337.47, ypos 2832558.84, head 2.14
462715 - 7m :42s : 715ms :     tm 25.68, hd 48.51, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14615, eth 18810, lux 2427.14, als 6787, wh 10648, ori 337.38 46.88 -107.75, gyr 2.21 1.98 -0.82, lin 3.57 -1.87 -0.51, mag -42.00 -17.19 -12.19, accl 10.74 4.50 -2.56, grav 7.16 6.37 -2.04, xpos 21804473.46, ypos 2449582.84, head 2.48
463148 - 7m :43s : 148ms :     tm 25.67, hd 48.51, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14615, eth 18799, lux 2617.88, als 4378, wh 7138, ori 342.06 60.19 44.00, gyr -5.77 -1.37 1.17, lin 0.93 1.79 -1.47, mag -26.88 26.38 -27.19, accl 9.45 -1.58 2.02, grav 8.51 -3.38 3.49, xpos 21891655.84, ypos 2617385.50, head 0.42
463634 - 7m :43s : 634ms :     tm 25.68, hd 48.47, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14617, eth 18810, lux 2183.12, als 4196, wh 10063, ori 37.50 66.88 153.31, gyr -0.17 -0.26 -1.02, lin 0.35 0.60 1.08, mag -24.25 24.50 30.69, accl 9.78 -0.89 -2.43, grav 9.02 -1.62 -3.46, xpos 21932990.14, ypos 2688244.30, head 0.21
464118 - 7m :44s : 118ms :     tm 25.67, hd 48.42, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14621, eth 18819, lux 1970.78, als 3819, wh 9875, ori 305.62 54.00 149.50, gyr 6.36 -0.85 -0.75, lin 0.37 -1.63 4.81, mag -30.00 33.56 13.56, accl 8.28 -4.81 -0.02, grav 7.91 -3.17 -4.83, xpos 21976327.50, ypos 2497325.66, head 0.31
464602 - 7m :44s : 602ms :     tm 25.64, hd 48.37, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14624, eth 18818, lux 8487.26, als 6586, wh 10436, ori 125.56 47.06 -20.25, gyr 0.95 0.84 1.19, lin 1.97 1.80 -4.40, mag -40.50 -25.38 -4.75, accl 9.15 4.11 1.85, grav 7.18 2.31 6.26, xpos 22207069.67, ypos 2708156.05, head -1.64
465289 - 7m :45s : 289ms :     tm 25.64, hd 48.39, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14624, eth 18823, lux 3624.73, als 6659, wh 11631, ori 107.31 41.25 64.75, gyr -2.11 -1.63 0.62, lin 3.32 5.48 0.15, mag -45.56 11.25 -5.88, accl 9.81 -1.26 3.06, grav 6.48 -6.75 2.91, xpos 22990538.19, ypos 4001351.12, head -7.66
465722 - 7m :45s : 722ms :     tm 25.62, hd 48.35, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14625, eth 18829, lux 1732.33, als 3371, wh 7720, ori 84.44 48.69 96.81, gyr 0.55 -1.21 -0.39, lin 2.08 3.60 2.11, mag -39.38 13.50 21.38, accl 9.47 -2.79 1.29, grav 7.38 -6.39 -0.82, xpos 23185526.74, ypos 4338831.31, head 9.29
466207 - 7m :46s : 207ms :     tm 25.65, hd 48.36, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14620, eth 18814, lux 1950.08, als 4018, wh 9644, ori 22.38 57.44 93.94, gyr 3.81 -1.73 -0.37, lin 1.56 2.20 2.60, mag -25.50 28.06 26.56, accl 9.83 -3.05 2.24, grav 8.26 -5.26 -0.36, xpos 23369002.24, ypos 4597578.81, head 0.82
466693 - 7m :46s : 693ms :     tm 25.61, hd 48.40, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14623, eth 18817, lux 1477.96, als 2469, wh 7497, ori 286.94 52.88 99.19, gyr 2.51 -2.42 0.41, lin 3.05 3.07 1.38, mag -19.06 42.50 -9.00, accl 10.83 -2.82 0.41, grav 7.77 -5.89 -0.97, xpos 23729201.13, ypos 4960139.67, head 5.09
467175 - 7m :47s : 175ms :     tm 25.59, hd 48.42, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14624, eth 18820, lux 7899.40, als 5775, wh 9228, ori 113.50 41.88 -24.12, gyr 2.83 0.88 1.46, lin 2.39 1.30 -5.45, mag -41.88 -20.75 -7.06, accl 8.94 4.29 1.20, grav 6.54 2.98 6.65, xpos 24006828.32, ypos 5111150.26, head -2.89
467865 - 7m :47s : 865ms :     tm 25.61, hd 48.48, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14624, eth 18824, lux 4162.88, als 7545, wh 11813, ori 77.44 44.00 -19.69, gyr -0.15 -0.07 0.80, lin 1.59 0.10 -3.81, mag -45.88 -1.88 -9.88, accl 8.71 3.34 2.29, grav 6.84 2.31 6.63, xpos 24385327.83, ypos 5134955.26, head 5.04
468296 - 7m :48s : 296ms :     tm 25.61, hd 48.51, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14618, eth 18817, lux 3680.17, als 6751, wh 10554, ori 73.81 66.25 -37.38, gyr 0.06 -0.26 0.32, lin 2.32 -0.95 -0.67, mag -47.69 2.06 7.38, accl 11.31 1.41 2.44, grav 8.99 2.36 3.11, xpos 24600810.59, ypos 5046718.79, head 3.59
468782 - 7m :48s : 782ms :     tm 25.64, hd 48.52, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14617, eth 18820, lux 3697.67, als 6780, wh 10583, ori 75.62 55.31 -15.31, gyr -3.25 0.66 0.76, lin 0.70 -0.17 -4.86, mag -48.06 1.06 -1.56, accl 8.76 1.30 0.50, grav 8.06 1.47 5.37, xpos 24683479.18, ypos 5026642.13, head 1.37
469269 - 7m :49s : 269ms :     tm 25.61, hd 48.56, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14620, eth 18828, lux 2058.90, als 5224, wh 10414, ori 134.31 65.44 129.00, gyr -3.29 -0.26 0.23, lin 0.40 2.32 0.31, mag -40.50 -7.25 21.88, accl 9.32 -0.83 -2.25, grav 8.92 -3.16 -2.56, xpos 24730912.99, ypos 5301758.16, head -0.28
469752 - 7m :49s : 752ms :     tm 25.65, hd 48.64, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14621, eth 18823, lux 2076.92, als 2167, wh 5128, ori 13.00 62.12 53.12, gyr 7.43 0.26 -0.09, lin 0.42 1.07 -1.91, mag -30.19 31.19 18.06, accl 9.09 -2.58 0.82, grav 8.66 -3.45 3.01, xpos 24779903.67, ypos 5426567.78, head 0.21
470441 - 7m :50s : 441ms :     tm 25.61, hd 48.64, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14635, eth 18833, lux 2100.02, als 3989, wh 5832, ori 307.81 57.50 -5.75, gyr 1.85 -0.16 0.54, lin 0.85 -0.31 -1.08, mag -22.19 14.75 -37.75, accl 9.14 0.26 4.13, grav 8.28 0.58 5.21, xpos 24981660.10, ypos 5352986.02, head 0.96
470878 - 7m :50s : 878ms :     tm 25.62, hd 48.67, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14620, eth 18818, lux 8447.71, als 3622, wh 6225, ori 123.88 67.31 -155.12, gyr 7.89 0.02 -1.40, lin 0.84 -2.54 -0.91, mag -27.25 -22.56 31.38, accl 9.59 -0.98 -4.19, grav 9.02 1.44 -3.55, xpos 25061867.08, ypos 5110455.40, head -0.66
471563 - 7m :51s : 563ms :     tm 25.64, hd 48.75, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14625, eth 18839, lux 1764.91, als 3238, wh 7601, ori 291.19 62.56 50.06, gyr 4.36 -0.59 0.55, lin 0.69 0.76 -2.30, mag -23.00 35.50 -20.19, accl 9.39 -2.61 0.68, grav 8.70 -3.38 2.99, xpos 25223749.71, ypos 5288760.90, head 1.31
471999 - 7m :51s : 999ms :     tm 25.64, hd 48.79, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14623, eth 18820, lux 7400.64, als 2236, wh 3622, ori 138.50 68.56 -108.75, gyr 8.16 1.39 -0.92, lin 0.77 -2.93 -1.97, mag -28.75 -32.50 18.38, accl 9.88 0.45 -3.27, grav 9.11 3.38 -1.30, xpos 25296936.66, ypos 5010270.25, head -0.45
472798 - 7m :52s : 798ms :     tm 25.64, hd 48.84, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14622, eth 18823, lux 1399.03, als 5442, wh 10898, ori 167.44 46.12 52.69, gyr 10.34 -1.45 2.38, lin 4.37 3.82 -2.75, mag -36.69 16.25 -24.06, accl 11.44 -1.58 1.35, grav 7.07 -5.40 4.11, xpos 26691842.81, ypos 6229616.14, head -3.58
473204 - 7m :53s : 204ms :     tm 25.64, hd 48.89, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14633, eth 18837, lux 3066.77, als 5723, wh 8876, ori 75.00 44.00 -88.62, gyr -0.74 -0.93 1.13, lin 2.44 -2.37 0.56, mag -43.56 -14.75 9.50, accl 9.33 4.60 0.72, grav 6.89 6.97 0.15, xpos 26892942.74, ypos 6034285.49, head 3.83
473691 - 7m :53s : 691ms :     tm 25.65, hd 48.87, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14634, eth 18844, lux 3456.04, als 6378, wh 9720, ori 61.94 50.38 -102.31, gyr 2.82 0.78 -0.69, lin 2.18 -2.64 -0.03, mag -43.88 -5.75 15.75, accl 9.73 3.45 -1.36, grav 7.55 6.10 -1.33, xpos 27151456.96, ypos 5721222.40, head 2.26
474177 - 7m :54s : 177ms :     tm 25.65, hd 48.84, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14626, eth 18832, lux 2902.13, als 5443, wh 8029, ori 66.19 49.81 -64.94, gyr -3.66 0.14 0.17, lin 1.25 -1.58 -1.64, mag -46.88 -6.38 3.56, accl 8.74 4.15 1.03, grav 7.49 5.62 2.89, xpos 27299079.46, ypos 5534627.55, head 1.50
474661 - 7m :54s : 661ms :     tm 25.64, hd 48.90, he 0, iaq , tvoc 0, eco2 400, iaqr , h2 14629, eth 18830, lux 2529.50, als 3220, wh 7276, ori 125.00 43.50 118.12, gyr -5.29 -1.59 -0.80, lin 4.05 2.80 0.69, mag -43.56 10.19 11.88, accl 10.80 -3.22 -3.07, grav 6.74 -6.03 -3.77, xpos 27773447.88, ypos 5862585.94, head -3.42
